titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue
['moyen'],"['hotel', 'bien', 'personnel', 'accueillant', 'chambres', 'grandes', 'part', 'problème', 'chambre', 'baignoire', 'arrivait', 'évacuer', 'eau', 'eau', 'chaude', 'chambre', 'fils', 'impossible', 'plein', 'mois', 'novembre', 'malheureusement', 'trouver', 'mite', 'chambre', 'amie', 'réservé', 'chambre', 'autre', 'batiment', 'hôtel', 'également', 'volé', 'gardé', 'bon', 'souvenir']",nov,2021,Vesoul, France,novembre,2021,3,no,fr
['parfait'],"['hôtel', 'moins', 'cher', 'parc', 'qualité', 'très', 'élevée', 'chambre', 'grande', 'deux', 'lit', 'double', 'très', 'confortables', 'venions', 'dormir', 'hôtel', 'mauvaise', 'qualité', 'veille', 'très', 'inconfortable', 'demandé', 'chambre', 'calme', 'vérité', 'entendu', 'mouche', 'personnel', 'très', 'gentil', 'environ', 'minute', 'parcs', 'promenade', 'agréable', 'bien', 'aussi', 'bus', 'gratuit', 'emmène', 'moins', 'minute', 'rendre', 'aéroport', 'depuis', 'porte', 'hôtel', 'bus', 'express', 'valeur', 'manque', 'ascenseurs', 'différents', 'bâtiments', 'nôtre', 'deuxième', 'étage', 'rien', 'passé', 'monter', 'valise', 'pied', 'bagagerie', 'gratuite', 'protocoles', 'covid', 'stricts', 'répéterais', 'sans', 'aucun', 'doute']",nov,2021,Palamos, Espagne,novembre,2021,5,no,es
"['bon', 'séjour', 'après', 'attendre', 'grandchose']","['séjour', 'vraiment', 'agréable', 'nuits', 'famille', 'bien', 'situé', 'très', 'bon', 'personnel', 'utilisé', 'hôtel', 'chambre', 'voulions', 'maximiser', 'temp', 'parc', 'parfaitement', 'situé', 'parc', 'minute', 'pied', 'bus', 'fourni', 'bonne', 'petite', 'attention', 'fille', 'voyait', 'mickey', 'goofy', 'réception', 'hôtel', 'soir']",nov,2021,Londres, Royaume-Uni,novembre,2021,4,no,en
"['nuit', 'agréable']","['nuit', 'famille', 'hôtel', 'santa', 'bon', 'rapport', 'qualité', 'prix', 'chambre', 'agréable', 'literie', 'confortable', 'salle', 'bain', 'rafraîchir', 'correcte', 'party', 'commune', 'mériteraient', 'plus', 'détails', 'salle', 'restaurant', 'correcte']",nov,2021,Marignane, France,novembre,2021,4,no,fr
"['très', 'bonne', 'prestation']","['bonne', 'literie', 'chambre', 'bien', 'isolée', 'rapport', 'qualité', 'prix', 'très', 'correct', 'seul', 'bémol', 'peutêtre', 'navette', 'mise', 'disposition', 'aller', 'matin', 'noire', 'monde', 'temp', 'covid', 'peutêtre', 'faire', 'sorte', 'mettre', 'matin', 'moins', 'gen', 'entassent', 'celleci', 'arrive']",nov,2021,Jacou, France,novembre,2021,4,no,fr
"['simple', 'accueillant']","['chambre', 'sut', 'thème', 'spacieuse', 'deux', 'grand', 'lit', 'double', 'fils', 'salle', 'bain', 'baignoire', 'savons', 'serviette', 'impeccables', 'nuit', 'calme', 'rien', 'redire', 'bien', 'tatillon', 'chambre', 'commence', 'dater', 'petit', 'rafraîchissement', 'faire', 'sou', 'lit', 'quelques', 'minous', 'bon', 'vient', 'rester', 'chambre', 'recommande', 'eviter', 'petits', 'déjeuners', 'hors', 'prix']",nov,2021,Bourgoin-Jallieu, France,novembre,2021,4,no,fr
['horreur'],"['horreur', 'pouvez', 'entendre', 'chaque', 'mot', 'pièce', 'voisine', 'vraiment', 'stupide', 'quand', 'réservez', 'chambre', 'calme', 'famille', 'horreur', 'côté', 'sommeil', 'aucun', 'euro', 'nuit', 'attendrait', 'mieux', 'veux', 'commencer', 'parc', 'époque', 'corona', 'super', 'concept', 'auquel', 'malheureusement', 'personne', 'tient', 'terrible', 'pouvez', 'entendre', 'tous', 'bruits', 'font', 'voisins']",nov,2021,None, None,novembre,2021,1,no,de
"['super', 'moment']","['recommande', 'vivement', 'hôtel', 'passé', 'super', 'séjour', 'chambre', 'très', 'propre', 'très', 'jolie', 'thème', 'carsje', 'tiens', 'aussi', 'remercier', 'tous', 'personnel', 'gentillesse', 'super', 'accueille', 'restaurant', 'cantina', 'très', 'bien', 'petit', 'déjeuner', 'aussi', 'navette', 'emmène', 'porte', 'plus', 'fils', 'ange', 'voir', 'pluto', 'dingo', 'mickey', 'hôtel', 'reviendrai', 'année', 'grand', 'plaisir', 'merci']",nov,2021,None, None,novembre,2021,5,no,fr
"['séjour', 'incroyable', 'début', 'fin', 'personnel', 'très', 'sympathique', 'vraiment', 'serviable']","['hôtel', 'très', 'propre', 'lit', 'très', 'confortable', 'distributeur', 'boissons', 'hall', 'droit', 'boisson', 'gratuite', 'jour', 'personnel', 'rencontré', 'très', 'gentil', 'serviable', 'bavard', 'hôtel', 'très', 'bien', 'organisé', 'rencontrer', 'micky', 'mouse']",nov,2021,County Cork, Irlande,novembre,2021,5,no,en
['correct'],"['bonne', 'propreté', 'chambre', 'calme', 'personnel', 'agréable', 'buffet', 'régulier', 'manquait', 'petitdéjeuner', 'pain', 'complet', 'œufs', 'plat', 'œufs', 'durs', 'œufs', 'brouillés', 'mauvaise', 'qualité', 'morceau', 'tomates', 'peu', 'salade', 'dîner', 'dit', 'autres', 'commentaires', 'dîné', 'jour', 'aimé', 'répété', 'autre', 'nuit', 'semblé', 'monotone']",oct,2021,Peguera, Espagne,octobre,2021,3,no,es
['parfait'],"['bel', 'hôtel', 'inspiré', 'film', 'beaucoup', 'décoration', 'film', 'chambres', 'très', 'grandes', 'belle', 'lit', 'extrêmement', 'confortable', 'général', 'hôtel', 'réception', 'salle', 'manger', 'magasin', 'starbucks', 'intérieur', 'hôtel', 'propreté', 'chambres', 'exceptionnelle', 'bus', 'gratuits', 'rendre', 'parc', 'général', 'très', 'bel', 'hôtel', 'ensemble', 'ouvriers', 'également', 'très', 'sympathiques']",juin,2022,None, None,juillet,2020,5,no,es
"['super', 'univers']","['très', 'bon', 'moment', 'hôtel', 'santa', 'chambre', 'propre', 'décorée', 'thème', 'fait', 'rêvé', 'fils', 'demi', 'personnel', 'sympathique', 'bien', 'accueilli', 'tarif', 'élevé', 'regrettons', 'point', 'selfie', 'personnages', 'soir', 'sympa', 'profité', 'petit', 'moment', 'bar', 'hôtel', 'pris', 'petit', 'déjeuner', 'emporter', 'starbucks', 'présent', 'hôtel', 'très', 'pratique', 'magic', 'parking', 'parc', 'offert', 'pendant', 'toute', 'durée', 'séjour', 'très', 'pratique', 'également', 'souhaitez', 'prendre', 'navette', 'repartir', 'directement', 'garderons', 'très', 'bons', 'souvenir', 'hôtel']",juin,2022,Roubaix, France,octobre,2020,5,no,fr
"['super', 'voyage']","['super', 'thème', 'chemins', 'rendre', 'hôtels', 'forme', 'route', 'chambres', 'bien', 'toujours', 'très', 'propres', 'starbucks', 'hôtel', 'parfait', 'matin', 'veut', 'petit', 'dej', 'hôtel', 'emporte', 'brioche', 'chercher', 'café', 'plus', 'rapide', 'bien', 'sûr', 'toujours', 'gentillesse', 'personnel', 'voit', 'feu', 'artifice', 'château', 'haut', 'volcan']",mai,2022,None, None,juillet,2020,5,no,fr
['ravis'],"['logés', 'hôtel', 'lors', 'séjour', 'honnêtement', 'rien', 'redire', 'propreté', 'nickel', 'personnel', 'hyper', 'gentil', 'plus', 'vue', 'fameux', 'volcan', 'pris', 'formule', 'demipension', 'coup', 'tester', 'restaurant', 'hôtel', 'moins', 'fan', 'juste', 'question', 'goûts', 'conjoint', 'adoré', 'mille', 'merci', 'personnel', 'hôtel', 'reviendra', 'famille']",mars,2022,None, None,septembre,2020,4,no,fr
['recommandé'],"['adoré', 'hôtel', 'très', 'bien', 'desservi', 'quelques', 'minute', 'navette', 'parc', 'paris', 'chambres', 'très', 'propres', 'spacieuses', 'large', 'choix', 'plat', 'petit', 'déjeuner', 'dîner', 'personnel', 'serviable', 'courtois', 'plusieurs', 'italiens', 'parmi', 'personnel', 'recommandé']",févr,2021,Torre Annunziata, Italie,août,2020,5,no,it
"['magique', 'comme', 'toujours']","['séjour', 'magique', 'effectué', 'juste', 'avant', 'ème', 'confinement', 'cette', 'parenthèse', 'chez', 'mikey', 'amis', 'fait', 'grand', 'bien', 'toute', 'famille', 'nuit', 'hotel', 'santa', 'beaucoup', 'plu', 'enfants', 'adorent', 'univers']",janv,2021,Nantes, France,octobre,2020,5,no,fr
['aimé'],"['hôtel', 'bon', 'marché', 'confort', 'personnel', 'formidable', 'nourriture', 'délicieuse', 'demandé', 'chambre', 'calme', 'tranquille', 'vérité', 'très', 'bien', 'dormi', 'rentrais', 'parc', 'très', 'fatigué', 'tous', 'soirs', 'alors', 'rentrais', 'baignoire', 'pendant', 'demiheure', 'super', 'relaxant', 'allons', 'répéter', 'cette', 'année']",janv,2021,None, None,septembre,2020,5,no,es
"['séjour', 'fabuleux']","['enfants', 'adoré', 'thème', 'hôtel', 'fous', 'voitures', 'réactions', 'valaient', 'peine', 'chambres', 'petite', 'confortables', 'dormi', 'dedans', 'plus', 'grande', 'gaspillage', 'toute', 'façon', 'pourrions', 'peu', 'près', 'serrer', 'lit', 'voyage', 'lit', 'petit', 'déjeuner', 'super', 'dîner', 'beaucoup', 'plus', 'bruyant', 'invitant', 'nourriture', 'toujours', 'excellente', 'autant', 'apprécié', 'ambiance', 'autres', 'restaurant', 'trouvé', 'tous', 'complex', 'propres', 'bien', 'rangés', 'comme', 'hôtel', 'incroyable', 'compte', 'tenu', 'nombre', 'invités']",janv,2021,Angleterre, Royaume-Uni,novembre,2020,4,no,en
"['reviendrai', 'jamais']","['personnel', 'désagréable', 'ménage', 'frappé', 'porte', 'nettoyer', 'pendant', 'habillais', 'répondu', 'non', 'merci', 'semblent', 'aller', 'environ', 'minute', 'après', 'porte', 'forcée', 'loquet', 'quand', 'pénétré', 'force', 'accueilli', 'hommes', 'voulaient', 'dire', 'pourquoi', 'ouvert', 'porte', 'parlé', 'direction', 'voulaient', 'savoir', 'premier', 'matin', 'séjour', 'reste', 'vacances', 'dormir', 'chaise', 'contre', 'porte', 'sentais', 'sécurité']",déc,2020,Poole, Royaume-Uni,janvier,2020,1,yes,en
"['rien', 'redire']","['simplement', 'très', 'bien', 'nuits', 'calme', 'hôtel', 'très', 'confortable', 'personnel', 'très', 'agréable', 'accueillant', 'cadre', 'très', 'reposant', 'service', 'petitdéjeuner', 'table', 'maintenant', 'parfait', 'attente', 'fait', 'raisonnable', 'formalités', 'arriver', 'rapides', 'facile', 'conseille', 'vivement', 'santafe']",nov,2020,None, None,octobre,2020,5,no,fr
"['toujours', 'magique', 'situtaion']","['nou', 'ssommes', 'fan', 'dinsneyland', 'etnso', 'uavosn', 'découverts', 'première', 'fois', 'déco', 'halloween', 'trop', 'top', 'comme', 'apeu', 'monde', 'profiter', 'covid', 'fait', 'peur', 'allez', 'super', 'safe', 'sent', 'parfaite', 'sécurité', 'sanitaire', 'toujous', 'magique']",oct,2020,None, None,octobre,2020,5,no,fr
['médiocre'],"['après', 'expériences', 'hôtel', 'port', 'cheyenne', 'santa', 'celui', 'vraiment', 'moins', 'apprécié', 'propreté', 'moyenne', 'placard', 'lingerie', 'ouverts', 'sac', 'linge', 'terre', 'couloirs', 'fenêtre', 'chambre', 'coincée', 'fallait', 'vraiment', 'forcer', 'arriver', 'ouvrir', 'hélice', 'peu', 'air', 'grince', 'seule', 'prise', 'courant', 'près', 'lit', 'celle', 'trous', 'trop', 'large', 'chargeur', 'tient', 'bien', 'après', 'bain', 'impossible', 'vider', 'eau', 'beaucoup', 'mal', 'enlever', 'bouchon', 'enfin', 'arriver', 'fuir', 'restaurant', 'cantina', 'doit', 'payer', 'avance', 'adultes', 'enfant', 'sauf', 'arrivé', 'dessert', 'choix', 'seul', 'disponible', 'celui', 'disait', 'rien', 'aucun', 'payé…']",oct,2020,Ruffec, France,octobre,2020,2,no,fr
['parfait'],"['séjour', 'pendant', 'pandémie', 'toutes', 'mesures', 'prises', 'sécurité', 'personnel', 'sympathique', 'dévoué', 'merci', 'tous', 'travail', 'effectué', 'quotidien', 'cette', 'période', 'difficile']",oct,2020,None, None,octobre,2020,5,no,fr
"['sejour', 'eurodisney']","['correct', 'effort', 'faire', 'propreté', 'idéalement', 'situé', 'navette', 'entrée', 'parc', 'petit', 'déjeuner', 'correct', 'œufs', 'brouillés', 'meilleur', 'œufs', 'fraistrés', 'bien', 'séjour', 'famille']",oct,2020,Saint-Félicien, France,octobre,2020,3,no,fr
['super'],"['personnel', 'très', 'agréable', 'attentionné', 'bon', 'souvenir', 'hôtel', 'pendant', 'séjour', 'restaurant', 'hôtel', 'bien', 'recommande', 'hôtel', 'séjour', 'navettes', 'très', 'fréquentes', 'aller', 'parc']",oct,2020,Apt, France,octobre,2020,5,no,fr
"['ménage', 'plus', 'douteux']","['formule', 'demipension', 'santa', 'rien', 'redire', 'concernant', 'réception', 'restaurant', 'assiettes', 'copieuses', 'appétissantes', 'bonnes', 'petit', 'déjeuner', 'très', 'bon', 'copieux', 'également', 'concernant', 'chambre', 'complique', 'toiles', 'araignées', 'plafond', 'araignées', 'housse', 'couette', 'déchirée', 'cheveux', 'baignoire']",oct,2020,le mans,None,octobre,2020,4,no,fr
"['réforme', 'peut', 'faire', 'mal', 'fait', 'travail']","['chambres', 'besoin', 'être', 'rénovées', 'donné', 'hôtel', 'dormir', 'fait', 'affaire', 'maintenant', 'fait', 'payer', 'prix', 'hôtel', 'similaire', 'dirions', 'cher', 'raison', 'protocole', 'covid', 'chambres', 'nettoyées', 'pendant', 'séjour', 'sauf', 'demande', 'expresse', 'buffet', 'restaurant', 'remplacé', 'service', 'table', 'pouvez', 'commander', 'autant', 'fois', 'souhaitez', 'qualité', 'nourriture', 'acceptable']",oct,2020,Tarragone, Espagne,octobre,2020,4,yes,es
"['super', 'sortir', 'nouveau']","['file', 'attente', 'courtes', 'hôtel', 'qualité', 'supérieure', 'nourriture', 'également', 'bien', 'arrangée', 'point', 'améliorer', 'remplissage', 'bus', 'depuis', 'hôtels', 'plus', 'mètre', 'distance', 'désormais', 'beaucoup', 'trop', 'plein', 'case', 'rangée', 'distantes', 'mètre', 'endroits', 'autorisé', 'tenir', 'debout', 'très', 'illogique', 'plus', 'top', 'arrangé', 'petit', 'déjeuner', 'checkin']",oct,2020,None, None,octobre,2020,4,no,nl
"['sejour', 'jours']","['plus', 'éloigné', 'parc', 'chambres', 'bien', 'covid', 'nettoyage', 'chaque', 'jours', 'lit', 'refais', 'bon', 'covid', 'tarif', 'être', 'baisse', 'surtout', 'jours']",oct,2020,None, None,octobre,2020,4,no,fr
['jyétè'],"['hôtel', 'fonctionnel', 'parking', 'pied', 'chambre', 'appréciable', 'superbe', 'promenade', 'long', 'canal', 'rejoindre', 'parcs', 'magnifiques', 'couleurs', 'automnales', 'bien', 'plis', 'agréable', 'prendre', 'navette']",oct,2020,None, None,octobre,2020,5,no,fr
['terrible'],"['deco', 'chambres', 'hyper', 'cheap', 'propreté', 'revoir', 'pomponplus', 'heure', 'petit', 'déjeunerc', 'juste', 'possible', 'ménage', 'fait', 'jour', 'autre', 'reviendrons', 'temp', 'période', 'covid', 'autres', 'hôtels', 'ouverts']",oct,2020,Toulouse, France,octobre,2020,2,no,fr
"['séjour', 'rêve']","['comme', 'habitude', 'partir', 'tellement', 'dépaysant', 'première', 'fois', 'revanche', 'hotel', 'santa', 'agréablement', 'surprise', 'etant', 'partie', 'pendant', 'cette', 'crise', 'sanitaire', 'avoue', 'pris', 'santa', 'deux', 'seuls', 'dispo', 'lors', 'date', 'conquise', 'thématisation', 'appréhendais', 'peu', 'confort', 'fois', 'arrivée', 'hôtel', 'constater', 'mesures', 'sanitaires', 'prises', 'plus', 'respectées', 'personnel', 'comme', 'partout', 'plus', 'agréable', 'chambre', 'plus', 'convaincu', 'décoration', 'confort', 'encore', 'isolation', 'vraiment', 'rien', 'redire', 'hôtel', 'niveau', 'également', 'essayer', 'restaurant', 'hôtel', 'cantina', 'encore', 'quelle…']",oct,2020,Merignac,None,octobre,2020,5,no,fr
"['super', 'hôtel']","['super', 'hôtel', 'couleurs', 'dessin', 'animé', 'grand', 'super', 'bon', 'état', 'général', 'compte', 'tenu', 'passage', 'changement', 'client', 'proche', 'village', 'pied', 'environ', 'min', 'navette', 'régulière', 'également']",oct,2020,Portet-sur-Garonne, France,octobre,2020,5,no,fr
['bien'],"['bon', 'hôtelpar', 'contreil', 'faudrait', 'prévoir', 'quelques', 'travauxpeinturecarreaux', 'salle', 'bains', 'décolléset', 'ascenseurun', 'peu', 'compliqué', 'bagageson', 'entend', 'beaucoup', 'bruit', 'vent', 'chambre', 'sinonpour', 'nuitça', 'fait', 'affaire']",oct,2020,Aigrefeuille D'Aunis, France,octobre,2020,4,no,fr
"['qualité', 'hôtel', 'santa']","['bonne', 'organisation', 'cette', 'période', 'covid', 'personnel', 'fait', 'bien', 'respecter', 'distanciations', 'sociales', 'bonnes', 'explication', 'réception', 'déroulement', 'séjour', 'service', 'table', 'restaurant', 'très', 'bien', 'personnel', 'accueillant', 'souriant', 'bien', 'organisé', 'également', 'table', 'diner', 'petit', 'déjeuner', 'chambre', 'ensemble', 'correcte', 'tache', 'apparente', 'couette', 'chauffage']",oct,2020,None, None,octobre,2020,4,no,fr
"['très', 'bon', 'séjour']","['bien', 'accueilli', 'arrivé', 'chambre', 'encore', 'disponible', 'laisser', 'bagages', 'consigne', 'gratuitement', 'navette', 'parc', 'passe', 'régulièrement', 'chambre', 'fait', 'correcte', 'juste', 'peu', 'bruit', 'ventilation', 'toilette']",oct,2020,None, None,octobre,2020,5,no,fr
['restauration'],"['beaucoup', 'trop', 'attente', 'repas', 'réservation', 'hôtel', 'demandé', 'décaler', 'repas', 'soir', 'lieu', 'beaucoup', 'trop', 'long', 'fils', 'après', 'journée', 'complète', 'parc', 'endormi', 'table', 'prendre', 'petit', 'dejeuner', 'moins', 'attente']",oct,2020,None, None,octobre,2020,3,no,fr
"['expérience', 'très', 'décevante']","['allé', 'première', 'fois', 'aprioris', 'positif', 'certainement', 'lié', 'magie', 'prix', 'élevé', 'énorme', 'déception', 'expérience', 'hôtel', 'check', 'duré', 'minute', 'minute', 'queue', 'acceptable', 'quand', 'bien', 'service', 'spécifique', 'payant', 'existe', 'gare', 'tgv', 'données', 'personnelles', 'lors', 'check', 'etaient', 'erronées', 'alors', 'justes', 'lors', 'réservation', 'carte', 'correspondaient', 'numéro', 'chambre', 'grosse', 'pagaille', 'soir', 'rentrant', 'fatigué', 'grosse', 'journée', 'parc', 'perception', 'pris', 'gros', 'coup', 'suite', 'séjour', 'jamais', 'autant', 'déçu', 'hôtel', 'chambre', 'correcte', 'avenir', 'prendrais', 'autre', 'hôtel', 'quitte', 'devoir', 'aller', 'plus', 'loin']",oct,2020,Venissieux,None,octobre,2020,1,no,fr
"['hotel', 'sans', 'surprise', 'bonnes', 'mauvaises']","['hotel', 'très', 'convenable', 'veut', 'passer', 'nuit', 'parc', 'contre', 'restaurent', 'hotel', 'cantina', 'hors', 'prix', 'qualité', 'plat', 'proposés', 'covid', 'buffet', 'volonté', 'servi', 'table', 'plus', 'volonté']",oct,2020,La Teste-de-Buch, France,octobre,2020,4,no,fr
"['hautement', 'recommandé']","['visité', 'nombreuses', 'années', 'parfait', 'famille', 'pratiquement', 'tombé', 'amoureux', 'hôtel', 'emplacement', 'navette', 'pouvez', 'facilement', 'rendre', 'parc', 'attraction', 'train', 'paris', 'visiter', 'assure']",oct,2020,Italie,None,octobre,2020,4,no,it
['horrible'],"['séjourné', 'octobre', 'cette', 'hôtel', 'chambre', 'horrible', 'odeur', 'humidité', 'ménage', 'peine', 'fait', 'literie', 'confortable', 'hôtel', 'vieillit', 'tres', 'mal', 'pire', 'toilette', 'parcs', 'personnel', 'nettoie', 'toutes', 'cuvettes', 'toilette', 'lavabo', 'mêmes', 'longuettes', 'horreur', 'vois', 'règles', 'hygiènes', 'surtout', 'protocoles', 'désinfection', 'coronavirus', 'inadmissible', 'personnel', 'incompétent', 'aimable', 'blase', 'direction', 'devrait', 'revoir', 'personnel']",oct,2020,Thionville, France,octobre,2020,1,no,fr
"['auberge', 'santa']","['arrivez', 'hôtel', 'comme', 'celuici', 'nuit', 'entrée', 'rouge', 'night', 'club', 'panneau', 'géant', 'deux', 'voitures', 'donne', 'impression', 'auberge', 'jeunesse', 'hôtel', 'voulez', 'dire', 'dormi', 'hôtel', 'payant', 'plus', 'double', 'hôtel', 'catégorie', 'bon', 'endroit', 'séjour', 'nuits', 'mardi', 'octobre', 'samedi', 'octobre', 'pension', 'complète', 'pleine', 'crise', 'sanitaire', 'lors', 'réservation', 'janvier', 'demipension', 'offerte', 'augmentée', 'pension', 'complète', 'connaissant', 'situation', 'actuelle', 'pouvions', 'souscrire', 'assurance', 'annulation', 'anticovid', 'décidé', 'aller', 'somme', 'arrivés', 'midi', 'situation', 'accueil', 'nombreuses', 'personnes', 'faisant', 'entrée', 'du…']",oct,2020,Urretxu, Espagne,octobre,2020,1,no,es
