titre_comm,comm,dateAvis,dateSejour,loc,note,photo,id
Memories of a lifetime,"Stayed for 3 nights with my 10, 8 and 3 year old. Incredible hotel for marvel loving boys. Only shame was we missed the opening of avengers campus. They loved the superhero station in the hotel and all the marvel artwork. The hotel being so close meant we could do the early hour in the park then come back for breakfast. All staff were very friendly. It was a once in a lifetime trip for us with special memories created.",Lucy S a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"None, None",bubble_50,no,"Lucy S a écrit un avis (juil. 2022)None, Nonebubble_50"
"Fantastic service, Great Remodelled hotel","We stayed 3 nights in this freshly renovated hotel.  The service the staff and the rooms were great. I recommend the empire suites as they have snacks included and breakfast.  We did not use the pool, as it was col, nor did we eat at the restaurants, because we have small kids and after a full day at the park we were very tired, but we did have room service, which was surprisingly good.  The food in the park is horrid so its nice to have the shops in the Disney village in close proximity.  ",Aleegli a écrit un avis (juil. 2022),Date du séjour : octobre 2021,Suisse,bubble_50,no,Aleegli a écrit un avis (juil. 2022)Suissebubble_50
Dramma manutenzione e servizio caotico,"Arte Marvel indiscutibile, ma servizio caotico e manutenzione vergognosa, soprattutto ad un costo tanto elevato. Nella mia stanza da quasi mille euro a notte (in 3) ho trovato rotti: lo scarico del wc, il tubo e la staffa della doccia, otturato il lavandino.  In bagno forniscono SOLO una saponetta e i saponi (nei dispenser attaccati al muro). Bottiglietta d’acqua offerta solo la prima sera e frigobar sempre vuoto! Insomma ci si potrebbe anche alterare molto se non si avesse lo spirito di Walt Disney…",Edgardo F a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"Rome, Italie",bubble_20,yes,"Edgardo F a écrit un avis (juil. 2022)Rome, Italiebubble_20"
Un hôtel de Super-Héros !,"De la qualité à tous les étages : chambres, accueil, personnel, nourriture, petit-déjeuner. Propreté, gentillesse, choix, fluidité. Typiquement ce que l’on attend de l’hôtel lorsque nous réservons un séjour à Disneyland Paris. Un sans-faute. Le prix est certainement élevé par rapport à d’autres hôtels du resort mais le surplus en vaut la peine.",Romain L a écrit un avis (juil. 2022),Date du séjour : juillet 2022,Monaco,bubble_50,no,Romain L a écrit un avis (juil. 2022)Monacobubble_50
Euro Disney en Hotel Cheyenne,"Mooi aangekleed park met sfeervolle decors en straten. Goed onderhouden en goede security aanwezig voordat je het park in gaat. De hoeveelheid attracties valt wat tegen ten opzichte van de vele merchandise winkeltjes. De kwaliteit van de attracties wisselt nogal. De Efteling is eigenlijk gewoon beter in dit opzicht.  Cheyenne hotel was heel netjes en dicht bij t park. Je kon het lopen maar als je moe bent van een dag slenteren is een ritje met de gratis shuttlebus niet erg. Nadeel zijn de twee tweepersoons bedden, eigenlijk meer twijfelaars. Met een gezin wil je toch liever de keuze van ieder een eigen bed. In de kamer is geen koelkastje of waterkoker oid aanwezig. Als je t dure ontbijt wilt skippen dien je dus zelf wat spulletjes mee te nemen. Bij de receptie bij het hotel is…",Esther a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"None, None",bubble_40,no,"Esther a écrit un avis (juil. 2022)None, Nonebubble_40"
Le luxe façon Marvel,"L’hôtel New-York, the Art of Marvel est un régal pour les yeux : les amateurs de de super-héros pourront découvrir une multitude d’œuvres à travers différents styles et artistes. L’architecture rappelle celle de New-York avec ses grands volumes. Les chambres sont spacieuses, propres et lumineuses. Les services sont impeccables : le personnel se plie en 4 afin de vous satisfaire. L’Empire State Lounge (pour les personnes séjournant à l’Empire State Club) offre un endroit calme et reposant pour déjeuner, goûter ou simplement faire une pause pendant la journée. La piscine est grande, profonde, propre et bien surveillée. Sans y séjourner, une simple visite du bâtiment en vaut la peine.",Taillou a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"None, None",bubble_50,yes,"Taillou a écrit un avis (juil. 2022)None, Nonebubble_50"
Muy recomendable !!!,Hotel espectacular si gusta el universo marvel !! Esta bastante nuevo … Restaurantes de buena calidad para lo q ofrece el parque !!! Sitio cercano a la entrada parque andando . Aconsejable 100%. Psicina pequeña pero suficiente !!! Incluido servicio toallas . No olvidar que aunque te alojes las cenas se reservan vía app Disney y la súper Hero station también Sino no se puede ..,chislindun a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"Barcelone, Espagne",bubble_50,no,"chislindun a écrit un avis (juil. 2022)Barcelone, Espagnebubble_50"
Magique ,"Merci à toute l'équipe de cet hôtel. Tout le monde est très serviable. Séjour magique. De toute évidence nous reviendrons. Chambre propre et thématisé, confort optimal. Toutes les œuvres sont statiques , dommage de ne pas avoir croisé quelques super héros en dehors de la station photo. Un grand merci !",Ninou a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"None, None",bubble_50,no,"Ninou a écrit un avis (juil. 2022)None, Nonebubble_50"
Semplicemente Fantastico,"Durante la nostra visita a Disneyland Paris abbiamo alloggiato presso questo Hotel. Che dire: è un hotel curato nei minimi dettagli, nulla è lasciato al caso. Ovviamente sorvolo sull'ambientazione Marvel che parla da sola. Accoglienza alla reception ottima, si viene introdotti a tutti i servizi del hotel in modo dettagliato. Se si è fortunati c'è svariato personale che parla l'italiano, in ogni caso è sempre possibile parlare in inglese. Pulizia ordine e manutenzione la fanno da padroni; Le camere sono arredate alla perfezione, sono spaziose e dotate di ogni comfort con tanto di chromecast per utilizzare i propri servizi di musica e streaming. La piscina è praticamente enorme metà esterna e metà interna (collegate tra loro) e una piccola (ma non troppo) piscina idromassaggio…",danlup a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"Rome, Italie",bubble_50,yes,"danlup a écrit un avis (juil. 2022)Rome, Italiebubble_50"
Superbe,Hôtel superbe.personnel très courtois et souriant Chambre très propres et spacieuses avec climatisation individuelles Situé juste à quelques pas du parc Je recommande Il mériterait un cinquième etoile,Severine G a écrit un avis (juil. 2022),Date du séjour : juin 2022,"Vallet, France",bubble_50,no,"Severine G a écrit un avis (juil. 2022)Vallet, Francebubble_50"
Book the terrace rooms,"We stayed at the superior terrace room and it is a large room with good amenities (fridge, coffee machine etc).  There was 4 of us and our room had 2 large doubles beds and lots of room to store suitcases etc.  brilliant location to get to the parks and we used the terrace a lot.  It is pricey, but worth it",steel1203 a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"None, None",bubble_50,no,"steel1203 a écrit un avis (juil. 2022)None, Nonebubble_50"
Stupendo 🤩,"Ragazzi questi hotel è fenomenale, pulizia, cortesia, qualità, ci sono tutte le caratteristiche per alloggiare nel meglio del meglio. Il personale sempre disponibile, cercano sempre di risolvere il minimo problema che si presenti. Ottima scelta",Marcantonio a écrit un avis (juil. 2022),Date du séjour : juin 2022,"Mugnano di Napoli, Italie",bubble_50,no,"Marcantonio a écrit un avis (juil. 2022)Mugnano di Napoli, Italiebubble_50"
"Hôtel excellent, mais repas trop gastronomiques.","J'ai séjourner 2 jours/1 nuit avec l'option Empire State Club. La chambre est magnifique et ça se voit quelle est récente. Beaucoup d'activités proposées, aussi bien pour les plus jeunes que les plus grands. Seul bémol: je pense que les repas ne sont pas adaptés aux enfants ( moi-même, j'ai eu du mal à trouver mon bonheur dans les plats proposés).",Isaac a écrit un avis (juil. 2022),Date du séjour : février 2022,"Cléguer, France",bubble_40,no,"Isaac a écrit un avis (juil. 2022)Cléguer, Francebubble_40"
A great choice for both Disney Parks,"Right from our arrival it seemed that this was going to be a good place to stay - and so it turned out.   Plenty of Car Parking in decently sized bays.   We had two superior rooms with a terrace - one with a large king and sofa and the adjoining room with two doubles and plenty of room for a cot.  The rooms were very well equipped - good showers and plenty of storage plus a safe.  A Lavazza coffee machine and kettle also included.  The coffee pods were replaced daily but the complimentary water was a one shot wonder (a shame really, given the other nice touches).  A nice patio outside with a table and chairs - great for relaxing in the evening.    The only negative on our arrival was that it took THREE reminders to get the promised cot delivered to the room - tough to explain to…",RomanRemains a écrit un avis (juil. 2022),Date du séjour : juin 2022,"Colchester, United Kingdom",bubble_50,no,"RomanRemains a écrit un avis (juil. 2022)Colchester, United Kingdombubble_50"
Soggiorno da super eroi!,"Abbiamo soggiornato nell'hotel New York per 2 notti e sono bastate per farci innamorare! L'hotel è grandissimo e perfettamente tematizzato a tema Marvel, con tanto di disegni fantastici ad ogni piano. Le stanze sono grandi, perfettamente insonorizzate e pulitissime. La prima cosa che salta all'occhio una volta entrati è chiaramente la tv: è inglobata nello specchio! Il letto è molto comodo con una scelta di cuscini più o meno spessi a seconda delle esigenze. C'è un piccolo armadio a vista e uno chiuso, ma non più di 2 ante totali. Il bagno è molto spazioso e ben illuminato, dotato di vasca con doccia. Una cosa che mi è piaciuta molto è che non ci sono i monodose contenenti shampoo e gel doccia ma bensì direttamente i flaconi in modo da evitare gli sprechi e la plastica inutile.…",GiuliaFur a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"San Canzian d'Isonzo, Italie",bubble_50,yes,"GiuliaFur a écrit un avis (juil. 2022)San Canzian d'Isonzo, Italiebubble_50"
Peor que mal …,"Hemos estado alojados 3 noches con pensión completa extra plus y entradas al parque del 27 al 30 de Junio.  Lo único destacable del hotel la ubicación cercana al parque y los detalles en decoración temática, por lo demás un auténtico desastre que nos ha complicado las vacaciones en familia.  Llegamos el día 27 sobre las 12 de la mañana, recepción súper rápida, tan rápida que ni nos informaron sobre los servicios que teníamos contratados, ni donde ni cómo usarlos… se limitaron a decirnos que en nuestras MagicCards estaba todo y solo debíamos presentarla. Pues bien, teníamos reserva para comida a mediodía en Restaurante Steakhouse y no pudimos acceder por que no aparecían las reservas con la tarjeta y debíamos presentar un tiket que no nos habían dado. Por mi perder tiempo comida…",David A a écrit un avis (juil. 2022),Date du séjour : juillet 2022,"Almendralejo, Espagne",bubble_10,no,"David A a écrit un avis (juil. 2022)Almendralejo, Espagnebubble_10"
