titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue,latitude_city,longitude_city,Pays_recod,Contient_recod,lat_Pays,Lon_Pays,Ville_recod
Beaucoup trop cher pour ce que vous obtenez,"Je déteste dire mais beaucoup trop cher pour l'expérience que vous obtenez. Oui, les détails merveilleux sont parfaits pour les enfants, mais pour ce qu'il en coûte, tout le reste manquait malheureusement. Peut-être juste pas de chance, mais les bagages ont mis plus de 7 heures pour arriver à notre chambre à la fin, nous avons dû aller le trouver nous-mêmes et il avait été placé dans la pile sortante par opposition aux nouveaux arrivants. Peut être pardonné, je suppose, mais pour un hôtel 4 étoiles, ce n'est pas génial. La nourriture au ""buffet Empire State"" était absolument horrible. 45 euros d'avance J'ai vu un meilleur buffet chez Pizza Hut. Au-delà de l'épouvantable. Pour être honnête, les desserts étaient impressionnants, mais payer ce prix et partir affamé est médiocre. Pour le prix que vous payez, le petit-déjeuner vous coûtera toujours 30 euros de plus par tête. Nous avons refusé ce matin. Le bar Skyline que nous attendions avec impatience quelques boissons sur le toit est malheureusement…",juillet,2022,Édimbourg, Royaume-Uni,juillet,2022,2,no,en,55.9533456,-3.1883749,Royaume-Uni,Europe,55.953119650000005,-3.1879756637154477,Édimbourg
Expérience moyenne,"Compte tenu du prix énorme, nous nous attendions à plus. Hôtel légèrement rénové avec de belles chambres. Mauvaise expérience d'enregistrement : les chambres ne sont pas prêtes à l'heure d'enregistrement officielle. Nourriture horrible comme c'est le cas dans tout l'hôtel et dans l'ensemble des parcs Disneyland. Ne reviendra pas",juillet,2022,Bucarest, Roumanie,juin,2022,3,no,en,44.4361414,26.1027202,Roumanie,Europe,44.4363568,26.1026714,Bucarest
Quel hôtel - la suite Avengers est incroyable,Cet endroit est incroyable !!!! Nous étions dégoûtés de ne rester qu'une nuit. Quel endroit ! Nous avons séjourné dans une suite Avengers - nous sommes arrivés très tôt le matin pour profiter des heures magiques supplémentaires. Angelo était fantastique lors de notre enregistrement à l'Empire Club Lounge. Super utile mais aussi très efficace. Nous avons été prévenus lorsque notre chambre était prête - vraiment ravie. Les petites attentions ont été très appréciées par les enfants et les adultes. Quel plaisir de séjourner dans cet hôtel. Nous avons adoré chaque instant et nous avons hâte de revenir.,juillet,2022,Royal Tunbridge Wells, Royaume-Uni,juillet,2022,5,no,en,51.1371483,0.2673446,Royaume-Uni,Europe,51.1366435,0.2668438,Tunbridge Wells
Beau voyage,"Sensation vraiment agréable dans l'hôtel avec le design et les œuvres d'art. Personnel serviable, chambre moderne / confortable et petit-déjeuner et dîner fantastiques. Station de héros un joli bonus. La proximité du parc aide vraiment à se reposer dans la journée, ce qui a rendu le séjour global beaucoup plus agréable.",juillet,2022,None, None,février,2022,5,no,en,44.933143,7.540121,None,None,None,None,None
Très confortable ,"Chambres d'un confort parfait, décoration superbe, stylée, piscine agréable, accès en 5 min par le village et personnel très souriant et pro. Vu la fréquentation absurde du parc de 11h à 17h: la pause à l'hôtel est bienvenue pour gérer sa journée au mieux.  ",juillet,2022,None, None,juillet,2022,5,no,fr,44.933143,7.540121,None,None,None,None,None
Absolument  fantastique,"Wahoo !!!!! Il est superbe !! La décoration est fantastique.  Il y a des détails partout,  des affiches, des objets... c'était splendide !! La chambre classique est déjà  splendide.  Je n'imagine pas les chambres supérieures !! Tout est beau. Le personnel est adorable et les demandes sont toujours prises en compte rapidement.  Nous rêvons déjà d'y retourner !! La piscine est agréable,  surtout après une longue journée sur les parcs.  Le petit déjeuner est gargantuesque et d'assez bonne qualité.  A faire et à  refaire,  encore plus pour les fans marvel",juillet,2022,Bonneville, France,juin,2022,5,no,fr,50.082567,2.2486687,None,None,None,None,None
Souvenirs d'une vie,"J'ai passé 3 nuits avec mes enfants de 10, 8 et 3 ans. Hôtel incroyable pour les garçons qui aiment les merveilles. Seul dommage, nous avons raté l'ouverture du campus des Avengers. Ils ont adoré la station de super-héros de l'hôtel et toutes les œuvres d'art merveilleuses. L'hôtel étant si proche, nous pouvions faire la première heure dans le parc puis revenir pour le petit déjeuner. Tout le personnel était très sympathique. Ce fut un voyage unique pour nous avec des souvenirs spéciaux créés.",juillet,2022,None, None,juillet,2022,5,no,en,44.933143,7.540121,None,None,None,None,None
"Service fantastique, super hôtel rénové","Nous avons passé 3 nuits dans cet hôtel fraîchement rénové. Le service, le personnel et les chambres étaient super. Je recommande les suites Empire car elles proposent des collations et un petit-déjeuner inclus. Nous n'avons pas utilisé la piscine, car il faisait froid, et nous n'avons pas non plus mangé dans les restaurants, car nous avons de jeunes enfants et après une journée complète au parc, nous étions très fatigués, mais nous avons eu un service de chambre, ce qui était étonnamment bon. La nourriture dans le parc est horrible, donc c'est agréable d'avoir les magasins du village Disney à proximité.",juillet,2022,Suisse,None,octobre,2021,5,no,en,46.7985624,8.2319736,None,None,None,None,None
Maintenance dramatique et service chaotique,"Art Marvel indiscutable, mais service chaotique et entretien honteux, surtout à un coût aussi élevé. Dans ma chambre pour près de mille euros la nuit (dans 3 d'entre elles) j'ai trouvé cassé : le drain des toilettes, le tuyau et le support de douche, le lavabo bouché. Dans la salle de bain, ils fournissent UNIQUEMENT une barre de savon et des savons (dans des distributeurs fixés au mur). Bouteille d'eau offerte uniquement le premier soir et minibar toujours vide ! Bref, on pourrait aussi s'énerver si on n'avait pas l'esprit de Walt Disney...",juillet,2022,Rome, Italie,juillet,2022,2,yes,it,41.8933203,12.4829321,Italie,Europe,41.8932408,12.482981487083691,Rome
Un hôtel de Super-Héros !,"De la qualité à tous les étages : chambres, accueil, personnel, nourriture, petit-déjeuner. Propreté, gentillesse, choix, fluidité. Typiquement ce que l’on attend de l’hôtel lorsque nous réservons un séjour à Disneyland Paris. Un sans-faute. Le prix est certainement élevé par rapport à d’autres hôtels du resort mais le surplus en vaut la peine.",juillet,2022,Monaco,None,juillet,2022,5,no,fr,43.7323492,7.4276832,Monaco,Europe,43.73244955,7.427676578632498,Monaco
Euro Disney et Hôtel Cheyenne,"Parc joliment décoré avec des décors et des rues atmosphériques. Bien entretenu et bonne sécurité présente avant d'entrer dans le parc. Le nombre d'attractions est un peu décevant par rapport aux nombreux magasins de marchandises. La qualité des attractions varie un peu. L'Efteling est en fait juste meilleur à cet égard. L'hôtel Cheyenne était très soigné et proche du parc. Vous pouvez y aller à pied, mais si vous êtes fatigué d'une journée de promenade, un trajet en navette gratuite n'est pas un problème. Inconvénient sont les deux lits doubles, en fait plus douteux. En famille on préfère le choix d'avoir chacun son lit. Il n'y a pas de frigo ni de bouilloire dans la chambre. Si vous voulez éviter le petit-déjeuner coûteux, vous devez apporter vous-même certaines choses. La réception de l'hôtel est…",juillet,2022,None, None,juillet,2022,4,no,nl,44.933143,7.540121,None,None,None,None,None
Le luxe façon Marvel,"L’hôtel New-York, the Art of Marvel est un régal pour les yeux : les amateurs de de super-héros pourront découvrir une multitude d’œuvres à travers différents styles et artistes. L’architecture rappelle celle de New-York avec ses grands volumes. Les chambres sont spacieuses, propres et lumineuses. Les services sont impeccables : le personnel se plie en 4 afin de vous satisfaire. L’Empire State Lounge (pour les personnes séjournant à l’Empire State Club) offre un endroit calme et reposant pour déjeuner, goûter ou simplement faire une pause pendant la journée. La piscine est grande, profonde, propre et bien surveillée. Sans y séjourner, une simple visite du bâtiment en vaut la peine.",juillet,2022,None, None,juillet,2022,5,yes,fr,44.933143,7.540121,None,None,None,None,None
Très recommandable !!!,"Hôtel spectaculaire si vous aimez l'univers merveilleux !! C'est assez récent... Des restaurants de bonne qualité pour ce que propose le parc ! Site proche de l'entrée du parc à pied. 100% recommandé. Petite piscine mais suffisante !!! Service de serviettes inclus. N'oubliez pas que même si vous restez, les dîners sont réservés via l'application Disney et la station super Héros également, sinon vous ne pouvez pas..",juillet,2022,Barcelone, Espagne,juillet,2022,5,no,es,41.3828939,2.1774322,Espagne,Europe,41.3829192,2.1775069,Barcelone
Magique ,"Merci à toute l'équipe de cet hôtel. Tout le monde est très serviable. Séjour magique. De toute évidence nous reviendrons. Chambre propre et thématisé, confort optimal. Toutes les œuvres sont statiques , dommage de ne pas avoir croisé quelques super héros en dehors de la station photo. Un grand merci !",juillet,2022,None, None,juillet,2022,5,no,fr,44.933143,7.540121,None,None,None,None,None
Tout simplement fantastique,"Nous avons séjourné dans cet hôtel lors de notre visite à Disneyland Paris. Que puis-je dire : c'est un hôtel avec une attention aux moindres détails, rien n'est laissé au hasard. Bien sûr je passe sur le décor Marvel qui parle de lui-même. Accueil à la réception excellent, on vous présente tous les services de l'hôtel en détail. Si vous avez de la chance il y a plusieurs membres du personnel qui parlent italien, dans tous les cas il est toujours possible de s'exprimer en anglais. La propreté, l'ordre et l'entretien sont les maîtres mots ; Les chambres sont meublées à la perfection, sont spacieuses et équipées de tout le confort, y compris un chromecast pour utiliser votre propre musique et vos services de streaming. La piscine est pratiquement immense, à moitié extérieure et à moitié intérieure (reliées les unes aux autres) et une petite (mais pas trop) piscine d'hydromassage…",juillet,2022,Rome, Italie,juillet,2022,5,yes,it,41.8933203,12.4829321,Italie,Europe,41.8932408,12.482981487083691,Rome
Superbe,Hôtel superbe.personnel très courtois et souriant Chambre très propres et spacieuses avec climatisation individuelles Situé juste à quelques pas du parc Je recommande Il mériterait un cinquième etoile,juillet,2022,Vallet, France,juin,2022,5,no,fr,47.1610036,-1.2657431,None,None,None,None,None
Réservez les chambres terrasse,"Nous avons séjourné dans la chambre supérieure avec terrasse et c'est une grande chambre avec de bons équipements (réfrigérateur, machine à café, etc.). Nous étions 4 et notre chambre avait 2 grands lits doubles et beaucoup d'espace pour ranger les valises, etc. emplacement génial pour se rendre dans les parcs et nous avons beaucoup utilisé la terrasse. C'est cher, mais ça vaut le coup",juillet,2022,None, None,juillet,2022,5,no,en,44.933143,7.540121,None,None,None,None,None
Magnifique 🤩,"Les gars, ces hôtels sont phénoménaux, propreté, courtoisie, qualité, il y a toutes les caractéristiques pour rester dans le meilleur des meilleurs. Le personnel est toujours disponible, ils essaient toujours de résoudre le moindre problème qui se pose. Bon choix",juillet,2022,Mugnano di Napoli, Italie,juin,2022,5,no,it,40.9093004,14.2068354,None,None,None,None,None
"Hôtel excellent, mais repas trop gastronomiques.","J'ai séjourner 2 jours/1 nuit avec l'option Empire State Club. La chambre est magnifique et ça se voit quelle est récente. Beaucoup d'activités proposées, aussi bien pour les plus jeunes que les plus grands. Seul bémol: je pense que les repas ne sont pas adaptés aux enfants ( moi-même, j'ai eu du mal à trouver mon bonheur dans les plats proposés).",juillet,2022,Cléguer, France,février,2022,4,no,fr,47.8548766,-3.3826297,None,None,None,None,None
