dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
juin 2022 , En famille,Déplorable Disney,"Le tarif soit plus de 400 euros 1 enfant et 1 adulte n’est pas la hauteur des prestations !!!L’attraction it’s a small world ( la maison des poupées) , stars Wars hyper Space mountain fermées également alors que c’est les attractions à faire à Disney.Problème technique à l’attraction pirates des Caraïbes ce qui a engendré une perte de temps et même pas un dédommagement commercial car nous avons dû refaire la queue l’après-midi soit plus d’une heure de temps.Pas de tables pour pouvoir se restaurer auprès des snacks , on mange par terre ! Aux vues des prix de la restauration dans le parc un minimum de service serait très apprécié.Aussi des abris quand on fait la queue en cas de mauvais temps serait très apprécié car nous étions de sortir de la queue vu les fortes pluies de ce week-end et du coup non seulement nous perdons du temps à faire la queue mais en plus nous perdons notre place et nous devons refaire la queue pour finalement faire demi tour car plus le temps de faire l’attraction avec le spectacle du soir car nous devons prévoir une place plus d’une heure avant le spectacle si l’on souhaite avoir au minimum une place assise.En résumé un tarif d’entrée très excessif, même pas pu faire une attraction dans le 2ème parc pour au final peu d’attractions effectuées par manque d’équipements sur site et de problèmes techniques sans même faire un geste commercial !!! La moindre était de prévoir un créneau horaire pour ceux qui était coincé dans l’attraction pour leur éviter de refaire la queue !!! C’est honteux !","Rumilly, France",fr,Écrit le 14 juin 2022,"2,0 sur 5 bulles",no
juin 2022 , En famille,Super,"Très bon service et bon accueil Nous avons été très satisfaits de la visite du parc Bien fatigant pour nous, il n'y a rien d'autre à regarder","Tilburg, Pays-Bas",nl,None,"5,0 sur 5 bulles",no
juin 2022 , En famille,Temps d'attente trop long.,"Les délais d'attente sont vraiment trop longs. Ainsi, pendant 3 jours, nous avons fait la queue pendant près de 20 heures au total.","Bilzen, Belgique",nl,None,"3,0 sur 5 bulles",no
juin 2022 , En couple,"Comme par magie beaucoup d'attente, d'attente et d'attente","Des temps d'attente très longs, une panne après l'autre. Maggie de Disney est alors loin. Vraiment beaucoup d'argent pour pouvoir faire une poignée d'attractions. Ne vaut pas son argent.","Oosterzele, Belgique",nl,None,"2,0 sur 5 bulles",no
mai 2022 , En couple,Perte de temps et d'argent.,"J'ai été déçu, je m'attendais à plus car j'ai payé presque 1000 euros...4 jours j'ai été déçu par les longues files d'attente...pour monter les attractions qui ne sont pas si mal...il n'y a pas de place pour se reposer... assis parce qu'il y a tellement de monde que s'il y a une chaise ou un banc... ben... c'est un commerce, c'est clair... c'est si les magasins sont tous les 5 mètres pour que les gens continuent à dépenser. enfants dans les files d'attente... Le mien en particulier n'a pas beaucoup aimé non plus. Je n'ai que le mauvais souvenir de nombreuses files d'attente, de la chaleur et de l'affluence... et le sentiment d'avoir gaspillé mes économies n'est que mon avis mais ça coïncide avec beaucoup de gens qui sont partis... quelle coïncidence .",2 contributions,es,None,"1,0 sur 5 bulles",no
juin 2022 , En famille,Pas aussi spectaculaire que le parc principal,"De nombreuses zones ici étaient fermées et en construction. Le parc a l'air et se sent très petit et peut-être avec beaucoup moins d'énergie que le principal, du moins c'est comme ça que je l'ai ressenti. En ce qui concerne les manèges... Il y en a 2 que je ne peux personnellement pas apprécier (les parachutes tombent et la tour crépusculaire, qui J'ai essayé, mais l'expérience de monter et descendre est plus écœurante qu'agréable honnêtement). Mais celui de Ratatouille 3D est incroyable ! Tout le monde devrait l'essayer. Quoi qu'il en soit, laissez-le après 2-3 heures car si vous avez l'impression qu'il n'a pas grand-chose à offrir.","Iasi, Roumanie",en,None,"3,0 sur 5 bulles",no
mai 2022 , En famille,Je ne sais pas pourquoi c'est son propre parc,"Nous avons passé 3 heures dans ce parc et avons fait tout ce qui en valait la peine (y compris une heure d'attente pour le Crush Coaster). Crush est une super balade (Space Mountain a fusionné avec Nemo). Ratatouille est un incontournable !!! Le trajet en tram n'est CHOQUANT qu'une scène de cascade (feu de canyon, inondation, etc.). On dirait qu'ils ont manqué de budget.","Orange, Californie",en,Écrit le 9 juin 2022,"2,0 sur 5 bulles",no
mai 2022 , En famille,"Parc Disneyland ou ""Walt Disney Studios"" ???","Parc Disneyland ou ""Walt Disney Studios"" Nous avons réservé plus de six mois à l'avance - c'était un jour férié en Allemagne et, ce que nous ne savions pas, également en France. D'où le titre - Mauvais créneau horaire ! Donc, le parc était bondé de monde. Les attractions sont également trop sollicitées : 3 minutes de plaisir de conduite pendant au moins 50 minutes - ici, le plaisir tombe absolument à l'eau. Le défilé dans la rue principale était également bondé. Alors si vous souhaitez vous rendre à Disneyland Paris, faites attention aux jours de pont et évitez-les, ainsi que les week-ends et jours fériés. Sinon le plaisir se perd dans les longues files d'attente !Attention à tous ceux qui chassent la foule : le billet pour Disneyland Paris a été réservé, acheté et payé (98,00 € par personne). Cependant, à la sortie du RER (gare rapide) vous trouverez l'entrée ""Walt Disney Studios"". C'est alors que la foule afflua. À l'entrée (contrôle des billets), on ne vous a pas demandé ou arrêté, et avant que vous ne le sachiez, vous étiez dans le mauvais parc. Après avoir réalisé que ce n'était pas le bon parc, vous avez été envoyé au comptoir du service client - il y avait aussi beaucoup de gens qui s'étaient retrouvés dans le mauvais parc. Le service client est lent et compliqué : bien sûr, vous pouvez changer le ""Parc Disneyland"" mais s'il vous plaît uniquement avec un achat ultérieur du billet de 98,00 € au montant de 36,00 € par personne. Il laisse un arrière-goût pâle et un trou imprévu dans le budget vacances Dommage !",28 contributions,de,None,"2,0 sur 5 bulles",no
mai 2022, En couple,Certains des meilleurs manèges de Disneyland Paris !!,"j'adore ce parc !! Il est beaucoup plus petit que Disneyland mais possède certains des meilleurs manèges et doit absolument être inclus dans tout voyage à Disneyland Paris. Cela peut facilement être fait en une matinée, mais laissez-y du temps !! Si vous êtes un client de l'hôtel, utilisez un temps magique supplémentaire ici pour éviter de plus grandes files d'attente à Crush's Coaster et Ratatouille. Nous avons couru vers Crush dès l'ouverture du parc et avons marché, puis nous avons attendu 5 minutes pour Ratatouille. Même après avoir terminé à Ratatouille, Crush aurait attendu plus d'une heure, ce qui ne s'est pas amélioré pour le reste de la journée. Ça vaut le coup! Tower of Terror a également de grandes files d'attente qui valent la peine d'être faites le matin, bien que sa file d'attente ait toujours été nettement plus petite que les deux autres. Mickey and the Magician est très divertissant et vaut vraiment la peine de faire la queue.",3 contributions,en,None,"5,0 sur 5 bulles",no
mai 2022, En couple,Où est passé la magie Disney ?,"Inconditionnels des deux parcs depuis leur ouverture, quelle déception !Le Parc Walt Disney Studio n'est plus l'ombre que de lui-même...Nous nous sommes rendus dans ce parc le lundi 23 mai (hors vacances scolaires).Constat : de très belles animations ont disparu : spectacle avec cascades (Cars) et remplacement du tour des studios par un mini tour Cars.Il reste bien sûr La tour de la terreur, Ratatouille, et Némo mais ce parc semble bien vide, et on en fait très vite le tour !!! Enfin c'est vite dit car l'attente pour Ratatouille est très souvent de 60 minutes et 120 minutes pour Némo ! C'est à vous dégouter d'attendre ! Surtout que désormais les Fast Pass ne sont réservés qu'à une minorité de personnes qui peuvent s'autoriser de payer des suppléments hors de prix !Le tour de manège en tapis volant est d'une rapidité extrême, juste le temps de s'asseoir et c'est terminé !Les fast food sont hors de prix pour une famille de 5 personnes, nous avons réglé une facture de 87 €... pour un repas insipide ! Cette augmentation de prix n'a aucune justification sur la qualité, bien au contraire...Enfin les Cast Members n'ont plus la fibre d'antan... on comprend vite que c'est un travail comme un autre. Avant c'était vraiment différent et on avait la réelle sensation de partager un moment à part... C'est terminé désormais, les salariés se racontent leurs vies... et on a parfois l'impression de les déranger : un comble !Dommage, réellement. Nous ne reviendrons car nous avons eu la très désagréable impression de ne représenter qu'une carte bancaire !Mickey nous extrêmement déçu pour notre séjour de deux jours à 5 personnes Il ne nous reverra plus ! THE END",2 contributions,fr,Écrit le 1 juin 2022,"1,0 sur 5 bulles",no
mai 2022 , En famille,longtemps attendu,IL N'Y AVAIT AUCUNE ATTRACTION MOINS DE 60 MINUTES ; Plus encore. Certains fermés à donc trop de billets vendus au détriment des invités - acheteurs.,4 contributions,nl,None,"2,0 sur 5 bulles",no
mai 2022 , En famille,Super mais ..,"Je suis peu objective quand il s’agit de DLP , j’ai même un Instagram sur le sujet c’est pour dire. Ce parc ne vaut pas le grand mais a tout de même ces qualités ! Juste dommage que Ratatouille ne soit plus aussi bien qu’à ces débuts il est vraiment temps de le rénover ! 😫","Paris, France",fr,None,"4,0 sur 5 bulles",no
mai 2022, En famille,Plus petit mais toujours magique !,"C'est un parc beaucoup plus petit comparé à son voisin mais toujours génial ! Il a également beaucoup de potentiel de croissance. La file d'attente est waaaay plus petite et vous vous retrouverez probablement dans la même voiture de toute façon. - Ratatouillesit à l'avant pour une expérience plus immersive - Accès Premium, utilisez-le pour les montagnes russes de Crush. La file d'attente est horrible pour celui-ci et vous pouvez gagner beaucoup de temps ! - Crush's coasterChoisissez les endroits vers l'avant. De plus, c'est un peu plus fort que prévu, il y a quelques virages serrés.","Helsinki, Finlande",en,Écrit le 27 mai 2022,"4,0 sur 5 bulles",no
mai 2022, En famille,super parc !!!,"je me décide a enfin mettre un commentaire au bout de notre troisième visite. j'adore  ce parc a thème. Etant fan de cinéma, comment ne pas aimer cette endroit. On peut toujours parler de prix, de file d'attente ou de travaux et je suis d'accord, mais une fois entré la magie opère , de bonne attractions , des supers décors, etc ...","Saint-Jean-de-Maurienne, France",fr,None,"5,0 sur 5 bulles",no
mai 2022 , En couple,Attente interminable en semaine. Pannes à répétition... ,"Un parc ça !?? Une annexe et encore... Un tiers du parc est fermé pour l agrandissement... Du coup de l attente partout même en semaine ( avant c'était 10 ou 15mn maintenant 45mn voir 120mn toute la journée pour Nemo)... Les attractions tombent en panne: attente de 40mn pour Ratatouille ( au paaage en 2d toute la journée à défaut d être fermée selon le personnel) pour que finalement il ferme et reouvre 1h après, sans possibilité de passer plus vite et sans excuse... Direction tapis volants au bout de 10mn d attente en panne, pareil pour le monde de  toys story... Incroyable... Très peu d attractions possibles et spectacles complets... Ne restez pas dans ce parc pour la journée... Préférez europapark, moins de monde, 3 fois plus d attractions, pas d attente et moins cher.... ","Briançon, France",fr,Écrit le 25 mai 2022,"2,0 sur 5 bulles",no
